src,dst,2017,2018,2019
Hadoop,Firebase,105,0,0
Hadoop,IPython / Jupyter,221,663,0
Hadoop,IntelliJ,500,1225,0
Hadoop,Komodo,17,45,0
Hadoop,Light Table,13,35,0
Hadoop,Linux-based,0,800,973
Hadoop,MacOS,0,721,336
Hadoop,NetBeans,112,262,0
Hadoop,Node.js,403,913,1100
Hadoop,Notepad++,383,884,0
Hadoop,PHPStorm,72,178,0
Hadoop,Pandas,0,0,1051
Hadoop,Puppet,0,0,212
Hadoop,PyCharm,213,637,0
Hadoop,RStudio,141,385,0
Hadoop,React,190,482,0
Hadoop,React Native,0,0,302
Hadoop,RubyMine,38,86,0
Hadoop,Spark,516,1254,0
Hadoop,Spring,0,697,0
Hadoop,Sublime Text,357,820,0
Hadoop,TensorFlow,0,498,741
Hadoop,TextMate,22,77,0
Hadoop,Torch/PyTorch,0,156,328
Hadoop,Unity 3D,0,0,277
Hadoop,Unreal Engine,0,0,146
Hadoop,Vim,515,1054,0
Hadoop,Visual Studio,280,570,0
Hadoop,Visual Studio Code,157,660,0
Hadoop,Windows,0,886,252
Hadoop,Xamarin,72,141,188
Hadoop,Xcode,115,212,0
Hadoop,Zend,18,48,0
Haskell,.NET Core,120,360,0
Haskell,AWS,0,514,0
Haskell,Amazon DynamoDB,0,149,0
Haskell,Amazon Echo,0,98,0
Haskell,Amazon RDS/Aurora,0,128,0
Haskell,Amazon Redshift,0,80,0
Haskell,Amazon Web Services (AWS),192,0,0
Haskell,Android,176,585,0
Haskell,Android Studio,112,377,0
Haskell,Angular/Angular.js,0,501,0
Haskell,AngularJS,174,0,0
Haskell,Apache HBase,0,75,0
Haskell,Apache Hive,0,86,0
Haskell,Apple Watch or Apple TV,0,68,0
Haskell,Arduino,109,321,0
Haskell,Atom,166,444,0
Haskell,Azure,0,203,0
Haskell,BSD/Unix,0,12,0
Haskell,Bash/Shell/PowerShell,0,1277,0
Haskell,CSS,0,1348,0
Haskell,Cassandra,43,146,0
Haskell,Cobol,0,60,0
Haskell,Coda,6,37,0
Haskell,Cordova,53,120,0
Haskell,Delphi/Object Pascal,0,108,0
Haskell,Django,0,297,0
Haskell,Drupal,0,71,0
Haskell,ESP8266,0,89,0
Haskell,Eclipse,135,329,0
Haskell,Elasticsearch,0,331,0
Haskell,Emacs,138,341,0
Haskell,Firebase,58,257,0
Haskell,Gaming console,0,73,0
Haskell,Google BigQuery,0,87,0
Haskell,Google Cloud Platform/App Engine,0,222,0
Haskell,Google Cloud Storage,0,156,0
Haskell,Google Home,0,49,0
Haskell,HTML/CSS,0,1387,0
Haskell,Hadoop,45,135,0
Haskell,Heroku,0,285,0
Haskell,IBM Cloud or Watson,0,69,0
Haskell,IBM Db2,0,72,0
Haskell,IPython / Jupyter,64,279,0
Haskell,IntelliJ,193,643,0
Haskell,Java,361,1209,0
Haskell,JavaScript,420,1455,0
Haskell,Julia,31,110,0
Haskell,Komodo,11,40,0
Haskell,Kotlin,0,233,0
Haskell,Light Table,12,35,0
Haskell,Linux,323,1262,0
Haskell,Linux-based,0,769,0
Haskell,Lua,71,239,0
Haskell,MacOS,140,1026,0
Haskell,Mainframe,25,44,0
Haskell,MariaDB,0,294,0
Haskell,Matlab,79,347,0
Haskell,Memcached,0,145,0
Haskell,Microsoft Azure,48,0,0
Haskell,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",0,146,0
Haskell,MongoDB,179,570,0
Haskell,MySQL,293,920,0
Haskell,Neo4j,0,139,0
Haskell,NetBeans,52,140,0
Haskell,Node.js,236,837,0
Haskell,Notepad++,155,451,0
Haskell,Objective-C,80,198,0
Haskell,Ocaml,0,147,0
Haskell,Oracle,95,198,0
Haskell,PHP,193,622,0
Haskell,PHPStorm,40,134,0
Haskell,Perl,63,236,0
Haskell,PostgreSQL,251,891,0
Haskell,Predix,0,32,0
Haskell,PyCharm,83,301,0
Haskell,Python,385,1292,0
Haskell,R,91,326,0
Haskell,RStudio,32,103,0
Haskell,Raspberry Pi,158,468,0
Haskell,React,132,543,0
Haskell,Redis,124,418,0
Haskell,Ruby,138,389,0
Haskell,RubyMine,20,60,0
Haskell,Rust,82,365,0
Haskell,SQL,307,1097,0
Haskell,SQL Server,133,554,0
Haskell,SQLite,199,441,0
Haskell,Salesforce,19,60,0
Haskell,Scala,106,338,0
Haskell,Serverless,32,136,0
Haskell,SharePoint,22,63,0
Haskell,Smalltalk,26,0,0
Haskell,Spark,46,137,0
Haskell,Spring,0,246,0
Haskell,Sublime Text,176,509,0
Haskell,Swift,82,247,0
Haskell,TensorFlow,0,300,0
Haskell,TextMate,16,57,0
Haskell,Torch/PyTorch,0,111,0
Haskell,TypeScript,98,464,0
Haskell,VB.NET,46,154,0
Haskell,VBA,31,145,0
Haskell,Vim,316,965,0
Haskell,Visual Basic 6,29,120,0
Haskell,Visual Studio,161,506,0
Haskell,Visual Studio Code,98,670,0
Haskell,Windows,184,1091,0
Haskell,Windows Phone,29,75,0
Haskell,WordPress,69,227,0
Haskell,Xamarin,45,143,0
Haskell,Xcode,83,207,0
Haskell,Zend,7,40,0
Haskell,iOS,113,283,0
Heroku,.NET,0,0,1366
Heroku,.NET Core,0,965,1033
Heroku,ASP.NET,0,0,1173
Heroku,Android Studio,0,1515,1629
Heroku,Angular/Angular.js,0,2662,2785
Heroku,Ansible,0,0,706
Heroku,Apache Spark,0,0,395
Heroku,Atom,0,2194,1767
Heroku,BSD/Unix,0,13,15
Heroku,Chef,0,0,273
Heroku,Coda,0,83,85
Heroku,Cordova,0,776,794
Heroku,CryEngine,0,0,77
Heroku,Django,0,1310,1794
Heroku,Drupal,0,0,358
Heroku,Eclipse,0,961,885
Heroku,Emacs,0,310,387
Heroku,Express,0,0,3534
Heroku,Firebase,0,1965,0
Heroku,Flask,0,0,1575
Heroku,Flutter,0,0,406
Heroku,Hadoop,0,320,378
Heroku,IBM Cloud or Watson,0,273,387
Heroku,IPython / Jupyter,0,661,980
Heroku,IntelliJ,0,2012,2401
Heroku,Komodo,0,60,59
Heroku,Kubernetes,0,0,1038
Heroku,Laravel,0,0,1033
Heroku,Light Table,0,41,48
Heroku,Linux,0,3627,5000
Heroku,Linux-based,0,1751,2213
Heroku,MacOS,0,5215,4658
Heroku,Mainframe,0,65,0
Heroku,Microsoft Azure,0,0,1053
Heroku,NetBeans,0,448,403
Heroku,Node.js,0,4403,5362
Heroku,Notepad++,0,1352,1534
Heroku,PHPStorm,0,662,669
Heroku,Pandas,0,0,1046
Heroku,Predix,0,40,0
Heroku,Puppet,0,0,256
Heroku,PyCharm,0,1073,1364
Heroku,RStudio,0,214,238
Heroku,Raspberry Pi,0,1408,1728
Heroku,React,0,2962,0
Heroku,React Native,0,0,1537
Heroku,React.js,0,0,4215
Heroku,Ruby on Rails,0,0,2040
Heroku,RubyMine,0,406,375
Heroku,Salesforce,0,326,0
Heroku,Serverless,0,623,0
Heroku,SharePoint,0,182,0
Heroku,Slack,0,0,3654
Heroku,Spark,0,308,0
Heroku,Spring,0,1016,1214
Heroku,Sublime Text,0,2772,2615
Heroku,TensorFlow,0,579,916
Heroku,TextMate,0,125,138
Heroku,Torch/PyTorch,0,143,331
Heroku,Unity 3D,0,0,876
Heroku,Unreal Engine,0,0,295
Heroku,Vim,0,2301,2588
Heroku,Visual Studio,0,1341,1513
Heroku,Visual Studio Code,0,3079,5426
Heroku,Vue.js,0,0,1864
Heroku,Windows,0,3165,4246
Heroku,Windows Phone,0,184,0
Heroku,WordPress,0,1537,1883
Heroku,Xamarin,0,360,381
Heroku,Xcode,0,990,1053
Heroku,Zend,0,48,55
Heroku,iOS,0,1377,1485
Heroku,jQuery,0,0,4196
IBM Cloud or Watson,.NET,0,0,351
IBM Cloud or Watson,.NET Core,0,188,254
IBM Cloud or Watson,ASP.NET,0,0,310
IBM Cloud or Watson,Android Studio,0,289,392
IBM Cloud or Watson,Angular/Angular.js,0,372,554
IBM Cloud or Watson,Ansible,0,0,212
IBM Cloud or Watson,Apache Spark,0,0,237
IBM Cloud or Watson,Atom,0,311,344
IBM Cloud or Watson,BSD/Unix,0,7,9
IBM Cloud or Watson,Chef,0,0,123
IBM Cloud or Watson,Coda,0,38,62
IBM Cloud or Watson,Cordova,0,143,219
IBM Cloud or Watson,CryEngine,0,0,67
IBM Cloud or Watson,Django,0,183,316
IBM Cloud or Watson,Drupal,0,0,150
IBM Cloud or Watson,Eclipse,0,291,416
IBM Cloud or Watson,Emacs,0,80,109
IBM Cloud or Watson,Express,0,0,497
IBM Cloud or Watson,Firebase,0,276,0
IBM Cloud or Watson,Flask,0,0,331
IBM Cloud or Watson,Flutter,0,0,126
IBM Cloud or Watson,Hadoop,0,137,205
IBM Cloud or Watson,IPython / Jupyter,0,185,325
IBM Cloud or Watson,IntelliJ,0,328,530
IBM Cloud or Watson,Komodo,0,36,51
IBM Cloud or Watson,Kubernetes,0,0,376
IBM Cloud or Watson,Laravel,0,0,202
IBM Cloud or Watson,Light Table,0,36,42
IBM Cloud or Watson,Linux,0,545,1000
IBM Cloud or Watson,Linux-based,0,199,426
IBM Cloud or Watson,MacOS,0,661,757
IBM Cloud or Watson,Mainframe,0,71,0
IBM Cloud or Watson,Microsoft Azure,0,0,400
IBM Cloud or Watson,NetBeans,0,131,162
IBM Cloud or Watson,Node.js,0,589,817
IBM Cloud or Watson,Notepad++,0,340,509
IBM Cloud or Watson,PHPStorm,0,121,168
IBM Cloud or Watson,Pandas,0,0,332
IBM Cloud or Watson,Predix,0,34,0
IBM Cloud or Watson,Puppet,0,0,94
IBM Cloud or Watson,PyCharm,0,183,325
IBM Cloud or Watson,RStudio,0,90,142
IBM Cloud or Watson,Raspberry Pi,0,277,440
IBM Cloud or Watson,React,0,301,0
IBM Cloud or Watson,React Native,0,0,260
IBM Cloud or Watson,React.js,0,0,535
IBM Cloud or Watson,Ruby on Rails,0,0,213
IBM Cloud or Watson,RubyMine,0,51,73
IBM Cloud or Watson,Salesforce,0,85,0
IBM Cloud or Watson,Serverless,0,150,0
IBM Cloud or Watson,SharePoint,0,83,0
IBM Cloud or Watson,Slack,0,0,684
IBM Cloud or Watson,Spark,0,127,0
IBM Cloud or Watson,Spring,0,210,330
IBM Cloud or Watson,Sublime Text,0,333,441
IBM Cloud or Watson,TensorFlow,0,194,349
IBM Cloud or Watson,TextMate,0,45,72
IBM Cloud or Watson,Torch/PyTorch,0,70,173
IBM Cloud or Watson,Unity 3D,0,0,228
IBM Cloud or Watson,Unreal Engine,0,0,109
IBM Cloud or Watson,Vim,0,329,527
IBM Cloud or Watson,Visual Studio,0,256,416
IBM Cloud or Watson,Visual Studio Code,0,442,869
IBM Cloud or Watson,Vue.js,0,0,281
IBM Cloud or Watson,Windows,0,608,903
IBM Cloud or Watson,Windows Phone,0,80,0
IBM Cloud or Watson,WordPress,0,240,409
IBM Cloud or Watson,Xamarin,0,108,141
IBM Cloud or Watson,Xcode,0,207,255
IBM Cloud or Watson,Zend,0,37,52
IBM Cloud or Watson,iOS,0,253,349
IBM Cloud or Watson,jQuery,0,0,680
IBM Db2,.NET Core,0,402,0
IBM Db2,AWS,0,323,0
IBM Db2,Amazon DynamoDB,0,102,0
IBM Db2,Amazon Echo,0,84,0
IBM Db2,Amazon RDS/Aurora,0,96,0
IBM Db2,Amazon Redshift,0,69,0
IBM Db2,Android,0,452,0
IBM Db2,Android Studio,0,354,0
IBM Db2,Angular/Angular.js,0,545,0
IBM Db2,Apache HBase,0,102,0
IBM Db2,Apache Hive,0,119,0
IBM Db2,Apple Watch or Apple TV,0,62,0
IBM Db2,Arduino,0,198,0
IBM Db2,Atom,0,284,0
IBM Db2,Azure,0,221,0
IBM Db2,BSD/Unix,0,5,0
IBM Db2,Coda,0,39,0
IBM Db2,Cordova,0,152,0
IBM Db2,Django,0,146,0
IBM Db2,Drupal,0,82,0
IBM Db2,ESP8266,0,68,0
IBM Db2,Eclipse,0,796,0
IBM Db2,Elasticsearch,0,274,0
IBM Db2,Emacs,0,83,0
IBM Db2,Firebase,0,195,0
IBM Db2,Gaming console,0,47,0
IBM Db2,Google BigQuery,0,80,0
IBM Db2,Google Cloud Platform/App Engine,0,155,0
IBM Db2,Google Cloud Storage,0,127,0
IBM Db2,Google Home,0,50,0
IBM Db2,Hadoop,0,168,0
IBM Db2,Heroku,0,136,0
IBM Db2,IBM Cloud or Watson,0,170,0
IBM Db2,IPython / Jupyter,0,148,0
IBM Db2,IntelliJ,0,589,0
IBM Db2,Komodo,0,43,0
IBM Db2,Light Table,0,31,0
IBM Db2,Linux,0,840,0
IBM Db2,Linux-based,0,287,0
IBM Db2,MacOS,0,560,0
IBM Db2,Mainframe,0,201,0
IBM Db2,Memcached,0,123,0
IBM Db2,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",0,190,0
IBM Db2,Neo4j,0,92,0
IBM Db2,NetBeans,0,246,0
IBM Db2,Node.js,0,602,0
IBM Db2,Notepad++,0,911,0
IBM Db2,PHPStorm,0,108,0
IBM Db2,Predix,0,30,0
IBM Db2,PyCharm,0,188,0
IBM Db2,RStudio,0,93,0
IBM Db2,Raspberry Pi,0,284,0
IBM Db2,React,0,260,0
IBM Db2,RubyMine,0,50,0
IBM Db2,Salesforce,0,73,0
IBM Db2,Serverless,0,95,0
IBM Db2,SharePoint,0,134,0
IBM Db2,Spark,0,129,0
IBM Db2,Spring,0,567,0
IBM Db2,Sublime Text,0,405,0
IBM Db2,TensorFlow,0,119,0
IBM Db2,TextMate,0,52,0
IBM Db2,Torch/PyTorch,0,42,0
IBM Db2,Vim,0,467,0
IBM Db2,Visual Studio,0,642,0
IBM Db2,Visual Studio Code,0,574,0
IBM Db2,Windows,0,1776,0
IBM Db2,Windows Phone,0,104,0
IBM Db2,WordPress,0,255,0
IBM Db2,Xamarin,0,127,0
IBM Db2,Xcode,0,196,0
IBM Db2,Zend,0,41,0
IBM Db2,iOS,0,246,0
IPython / Jupyter,.NET,0,0,1102
IPython / Jupyter,.NET Core,0,0,712
IPython / Jupyter,ASP.NET,0,0,776
IPython / Jupyter,Angular/Angular.js,0,0,1282
IPython / Jupyter,Ansible,0,0,834
IPython / Jupyter,Apache Spark,0,0,1177
IPython / Jupyter,BSD/Unix,0,0,19
IPython / Jupyter,Chef,0,0,209
IPython / Jupyter,Cordova,0,0,316
IPython / Jupyter,CryEngine,0,0,88
IPython / Jupyter,Django,0,0,2059
IPython / Jupyter,Drupal,0,0,211
IPython / Jupyter,Express,0,0,979
IPython / Jupyter,Flask,0,0,2307
IPython / Jupyter,Flutter,0,0,261
IPython / Jupyter,Hadoop,0,0,950
IPython / Jupyter,Komodo,36,107,142
IPython / Jupyter,Laravel,0,0,382
IPython / Jupyter,Light Table,14,63,110
IPython / Jupyter,Linux-based,0,0,3144
IPython / Jupyter,MacOS,0,0,857
IPython / Jupyter,NetBeans,124,437,596
IPython / Jupyter,Node.js,0,0,2232
IPython / Jupyter,Notepad++,0,1714,2427
IPython / Jupyter,PHPStorm,76,322,442
IPython / Jupyter,Pandas,0,0,4133
IPython / Jupyter,Puppet,0,0,233
IPython / Jupyter,PyCharm,616,2245,3324
IPython / Jupyter,RStudio,306,956,1322
IPython / Jupyter,React Native,0,0,508
IPython / Jupyter,React.js,0,0,1508
IPython / Jupyter,Ruby on Rails,0,0,454
IPython / Jupyter,RubyMine,42,148,198
IPython / Jupyter,Spring,0,0,775
IPython / Jupyter,Sublime Text,0,2077,2593
IPython / Jupyter,TensorFlow,0,0,2523
IPython / Jupyter,TextMate,0,141,194
IPython / Jupyter,Torch/PyTorch,0,0,1090
IPython / Jupyter,Unity 3D,0,0,636
IPython / Jupyter,Unreal Engine,0,0,253
IPython / Jupyter,Vim,0,2356,3070
IPython / Jupyter,Visual Studio,399,1234,1687
IPython / Jupyter,Visual Studio Code,261,1563,3767
IPython / Jupyter,Vue.js,0,0,743
IPython / Jupyter,Windows,0,0,972
IPython / Jupyter,Xamarin,0,0,260
IPython / Jupyter,Xcode,149,469,694
IPython / Jupyter,Zend,11,72,124
IPython / Jupyter,jQuery,0,0,2121
IntelliJ,.NET,0,0,3587
IntelliJ,.NET Core,0,0,2469
IntelliJ,ASP.NET,0,0,2528
IntelliJ,Angular/Angular.js,0,0,6069
IntelliJ,Ansible,0,0,2017
IntelliJ,Apache Spark,0,0,1755
IntelliJ,BSD/Unix,0,0,16
IntelliJ,Chef,0,0,562
IntelliJ,Cordova,0,0,1195
IntelliJ,CryEngine,0,0,135
IntelliJ,Django,0,0,2198
IntelliJ,Drupal,0,0,530
IntelliJ,Express,0,0,3535
IntelliJ,Flask,0,0,2234
IntelliJ,Flutter,0,0,925
IntelliJ,Hadoop,0,0,1458
IntelliJ,IPython / Jupyter,473,1656,2407
IntelliJ,Komodo,52,148,152
IntelliJ,Laravel,0,0,1606
IntelliJ,Light Table,28,90,111
IntelliJ,Linux-based,0,0,6270
IntelliJ,MacOS,0,0,3397
IntelliJ,NetBeans,666,1830,1645
IntelliJ,Node.js,0,0,8381
IntelliJ,Notepad++,0,6250,6804
IntelliJ,PHPStorm,879,2340,2398
IntelliJ,Pandas,0,0,2065
IntelliJ,Puppet,0,0,589
IntelliJ,PyCharm,1304,4038,5203
IntelliJ,RStudio,215,626,731
IntelliJ,React Native,0,0,1806
IntelliJ,React.js,0,0,5639
IntelliJ,Ruby on Rails,0,0,1153
IntelliJ,RubyMine,264,561,593
IntelliJ,Spring,0,0,7251
IntelliJ,Sublime Text,0,6272,5877
IntelliJ,TensorFlow,0,0,1892
IntelliJ,TextMate,0,259,304
IntelliJ,Torch/PyTorch,0,0,621
IntelliJ,Unity 3D,0,0,1928
IntelliJ,Unreal Engine,0,0,670
IntelliJ,Vim,0,5981,6813
IntelliJ,Visual Studio,1937,4372,4714
IntelliJ,Visual Studio Code,1257,6046,10562
IntelliJ,Vue.js,0,0,2498
IntelliJ,Windows,0,0,2864
IntelliJ,Xamarin,0,0,796
IntelliJ,Xcode,871,2025,2200
IntelliJ,Zend,31,102,143
IntelliJ,jQuery,0,0,7127
Java,.NET,0,0,7300
Java,.NET Core,2333,5507,4613
Java,ASP.NET,0,0,5249
Java,AWS,0,7810,9447
Java,Amazon DynamoDB,0,1935,0
Java,Amazon Echo,0,1088,0
Java,Amazon RDS/Aurora,0,1651,0
Java,Amazon Redshift,0,738,0
Java,Amazon Web Services (AWS),3412,0,0
Java,Android,5665,13885,14466
Java,Android Studio,4660,11739,11052
Java,Angular/Angular.js,0,9428,9129
Java,AngularJS,3861,0,0
Java,Ansible,0,0,2477
Java,Apache HBase,0,838,0
Java,Apache Hive,0,976,0
Java,Apache Spark,0,0,2153
Java,Apple Watch or Apple TV,0,638,0
Java,Arduino,1566,4130,4670
Java,Atom,2778,6665,5352
Java,Azure,0,2722,0
Java,BSD/Unix,0,65,37
Java,Bash/Shell/PowerShell,0,15745,0
Java,CSS,0,23416,0
Java,Cassandra,572,1700,1672
Java,Chef,0,0,720
Java,Cobol,0,423,0
Java,Coda,67,209,206
Java,Cordova,1043,2333,2178
Java,Couchbase,0,0,825
Java,CryEngine,0,0,206
Java,Delphi/Object Pascal,0,946,0
Java,Django,0,3102,3367
Java,Docker,0,0,11647
Java,Drupal,0,884,896
Java,DynamoDB,0,0,2366
Java,ESP8266,0,776,0
Java,Eclipse,6006,11520,9944
Java,Elasticsearch,0,4695,5122
Java,Emacs,786,1372,1475
Java,Express,0,0,5292
Java,Firebase,1213,6064,5370
Java,Flask,0,0,3282
Java,Flutter,0,0,1263
Java,Gaming console,0,453,0
Java,Google BigQuery,0,785,0
Java,Google Cloud Platform/App Engine,0,3060,4883
Java,Google Cloud Storage,0,2145,0
Java,Google Home,0,533,0
Java,HTML/CSS,0,24731,0
Java,Hadoop,770,1781,1916
Java,Heroku,0,3279,3555
Java,IBM Cloud or Watson,0,603,870
Java,IBM Db2,0,1215,0
Java,IPython / Jupyter,679,2395,3202
Java,IntelliJ,5738,15250,17274
Java,JavaScript,9250,25295,25023
Java,Julia,61,204,0
Java,Komodo,103,204,164
Java,Kotlin,0,3207,4830
Java,Kubernetes,0,0,3458
Java,Laravel,0,0,2597
Java,Light Table,42,90,82
Java,Linux,4471,16493,19945
Java,Linux-based,0,8621,9670
Java,Lua,540,1595,0
Java,MacOS,2303,14843,12324
Java,Mainframe,216,331,0
Java,MariaDB,0,4357,5903
Java,Matlab,825,2767,0
Java,Memcached,0,1640,0
Java,Microsoft Azure,976,0,3222
Java,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",0,1923,0
Java,Microsoft SQL Server,0,0,9241
Java,MongoDB,2824,8868,9108
Java,MySQL,7674,20408,19646
Java,Neo4j,0,1000,0
Java,NetBeans,1933,4484,3736
Java,Node.js,4064,12203,12841
Java,Notepad++,5563,12981,12373
Java,Objective-C,1205,3138,2289
Java,Ocaml,0,308,0
Java,Oracle,3327,5310,8514
Java,PHP,4212,11508,10041
Java,PHPStorm,1027,2801,2515
Java,Pandas,0,0,2981
Java,Perl,762,1857,0
Java,PostgreSQL,3662,11361,11905
Java,Predix,0,73,0
Java,Puppet,0,0,777
Java,PyCharm,1557,4752,5632
Java,Python,5088,15105,16248
Java,R,658,2334,2155
Java,RStudio,357,985,983
Java,Raspberry Pi,2231,5591,5930
Java,React,1490,6211,0
Java,React Native,0,0,2797
Java,React.js,0,0,7673
Java,Redis,1449,5108,5414
Java,Ruby,1318,3644,2967
Java,Ruby on Rails,0,0,1838
Java,RubyMine,274,586,543
Java,Rust,184,948,1186
Java,SQL,8002,21749,21634
Java,SQL Server,3817,12065,0
Java,SQLite,3922,7325,11907
Java,Salesforce,351,688,0
Java,Scala,933,2655,2381
Java,Serverless,253,1434,0
Java,SharePoint,404,771,0
Java,Slack,0,0,7625
Java,Smalltalk,110,0,0
Java,Spark,640,1735,0
Java,Spring,0,8782,9870
Java,Sublime Text,4036,10399,8955
Java,Swift,1170,3476,2925
Java,TensorFlow,0,2206,2931
Java,TextMate,183,395,357
Java,Torch/PyTorch,0,471,888
Java,TypeScript,1293,6162,7787
Java,Unity 3D,0,0,3529
Java,Unreal Engine,0,0,1129
Java,VB.NET,835,2522,0
Java,VBA,592,1798,2049
Java,Vim,4125,9461,9645
Java,Visual Basic 6,488,1765,0
Java,Visual Studio,4360,9800,9248
Java,Visual Studio Code,2217,11017,17215
Java,Vue.js,0,0,3574
Java,WebAssembly,0,0,486
Java,Windows,4827,26721,22661
Java,Windows Phone,528,958,0
Java,WordPress,1669,4601,4692
Java,Xamarin,748,1889,1676
Java,Xcode,1757,4143,3880
Java,Zend,72,143,145
Java,iOS,2181,5097,4751
Java,jQuery,0,0,13028
JavaScript,.NET,0,0,16211
JavaScript,.NET Core,4614,10899,10777
JavaScript,ASP.NET,0,0,13683
JavaScript,AWS,0,13045,16701
JavaScript,Amazon DynamoDB,0,2859,0
JavaScript,Amazon Echo,0,1589,0
JavaScript,Amazon RDS/Aurora,0,2846,0
JavaScript,Amazon Redshift,0,1068,0
JavaScript,Amazon Web Services (AWS),6127,0,0
JavaScript,Android,5486,13709,15434
JavaScript,Android Studio,3679,9622,9572
JavaScript,Angular/Angular.js,0,17640,17675
JavaScript,AngularJS,8171,0,0
JavaScript,Ansible,0,0,3750
JavaScript,Apache HBase,0,742,0
JavaScript,Apache Hive,0,856,0
JavaScript,Apache Spark,0,0,1993
JavaScript,Apple Watch or Apple TV,0,808,0
JavaScript,Arduino,1986,5158,6088
JavaScript,Atom,4952,10673,8420
JavaScript,Azure,0,5970,0
JavaScript,BSD/Unix,0,78,57
JavaScript,Bash/Shell/PowerShell,0,23882,0
JavaScript,CSS,0,45569,0
JavaScript,Cassandra,555,1721,1723
JavaScript,Chef,0,0,1071
JavaScript,Cobol,0,446,0
JavaScript,Coda,182,355,372
JavaScript,Cordova,2046,4049,3798
JavaScript,Couchbase,0,0,1205
JavaScript,CryEngine,0,0,239
JavaScript,Delphi/Object Pascal,0,1281,0
JavaScript,Django,0,5275,6264
JavaScript,Docker,0,0,19228
JavaScript,Drupal,0,1786,1904
JavaScript,DynamoDB,0,0,3673
JavaScript,ESP8266,0,1091,0
JavaScript,Eclipse,4701,9559,8185
JavaScript,Elasticsearch,0,7653,8316
JavaScript,Emacs,969,1813,2175
JavaScript,Express,0,0,12007
JavaScript,Firebase,1376,7161,7495
JavaScript,Flask,0,0,5605
JavaScript,Flutter,0,0,1454
JavaScript,Gaming console,0,595,0
JavaScript,Google BigQuery,0,1031,0
JavaScript,Google Cloud Platform/App Engine,0,4210,7790
JavaScript,Google Cloud Storage,0,2731,0
JavaScript,Google Home,0,691,0
JavaScript,HTML/CSS,0,46983,0
JavaScript,Hadoop,642,1546,1715
JavaScript,Heroku,0,6101,7511
JavaScript,IBM Cloud or Watson,0,786,1140
JavaScript,IBM Db2,0,1225,0
JavaScript,IPython / Jupyter,922,3157,4366
JavaScript,IntelliJ,4833,13234,15018
JavaScript,Julia,72,253,0
JavaScript,Komodo,172,306,234
JavaScript,Kotlin,0,2303,3565
JavaScript,Kubernetes,0,0,5033
JavaScript,Laravel,0,0,5991
JavaScript,Light Table,47,92,95
JavaScript,Linux,5769,22669,29511
JavaScript,Linux-based,0,11478,13957
JavaScript,Lua,744,2110,0
JavaScript,MacOS,3660,23941,21591
JavaScript,Mainframe,242,349,0
JavaScript,MariaDB,0,7462,10204
JavaScript,Matlab,807,2802,0
JavaScript,Memcached,0,3132,0
JavaScript,Microsoft Azure,2586,0,7591
JavaScript,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",0,4163,0
JavaScript,Microsoft SQL Server,0,0,18555
JavaScript,MongoDB,5023,14694,16060
JavaScript,MySQL,11933,30557,31580
JavaScript,Neo4j,0,1244,0
JavaScript,NetBeans,1972,4415,3605
JavaScript,Node.js,8811,24046,27235
JavaScript,Notepad++,8088,18126,17925
JavaScript,Objective-C,1448,3661,2770
JavaScript,Ocaml,0,349,0
JavaScript,Oracle,3173,5465,8903
JavaScript,PHP,8587,20985,20298
JavaScript,PHPStorm,2485,5856,5774
JavaScript,Pandas,0,0,4250
JavaScript,Perl,1055,2442,0
JavaScript,PostgreSQL,5674,17231,19636
JavaScript,Predix,0,85,0
JavaScript,Puppet,0,0,1137
JavaScript,PyCharm,1894,5778,6982
JavaScript,Python,6970,20921,23767
JavaScript,R,827,2861,2784
JavaScript,RStudio,405,1170,1297
JavaScript,Raspberry Pi,3198,7970,8930
JavaScript,React,3692,13586,0
JavaScript,React Native,0,0,5640
JavaScript,React.js,0,0,18709
JavaScript,Redis,3245,10111,11365
JavaScript,Ruby,2491,6613,5956
JavaScript,Ruby on Rails,0,0,4368
JavaScript,RubyMine,458,973,917
JavaScript,Rust,271,1364,1901
JavaScript,SQL,13989,35487,37154
JavaScript,SQL Server,8082,21087,0
JavaScript,SQLite,5126,9521,16923
JavaScript,Salesforce,622,1250,0
JavaScript,Scala,810,2283,2070
JavaScript,Serverless,473,2580,0
JavaScript,SharePoint,825,1471,0
JavaScript,Slack,0,0,13170
JavaScript,Smalltalk,154,0,0
JavaScript,Spark,505,1464,0
JavaScript,Spring,0,6995,7751
JavaScript,Sublime Text,7173,16662,14876
JavaScript,Swift,1426,4166,3676
JavaScript,TensorFlow,0,2583,3761
JavaScript,TextMate,287,595,536
JavaScript,Torch/PyTorch,0,538,1074
JavaScript,TypeScript,3264,12939,17160
JavaScript,Unity 3D,0,0,4771
JavaScript,Unreal Engine,0,0,1445
JavaScript,VB.NET,1638,4186,0
JavaScript,VBA,979,2727,3323
JavaScript,Vim,5959,13602,14691
JavaScript,Visual Basic 6,710,2398,0
JavaScript,Visual Studio,8696,18318,18761
JavaScript,Visual Studio Code,5297,21586,34308
JavaScript,Vue.js,0,0,9089
JavaScript,WebAssembly,0,0,888
JavaScript,Windows,7090,42370,36401
